loan_amount,interest_rate,income,employment_years,credit_score,age,existing_debt,loan_term,default
11759,5.015687915711404,83797,32,344,29,27281,24,1
6439,29.077353272445063,71798,30,345,20,44283,12,1
48241,27.93862236490862,167722,34,600,35,16549,60,1
43533,24.11420659398576,177086,36,587,66,27623,60,1
29270,6.9769005244162035,96421,35,568,22,34496,12,1
14279,16.187572242487704,27434,22,361,65,24080,48,0
40279,7.54729384928882,50028,35,541,41,4697,48,0
45251,5.398006681569965,86558,39,653,31,15730,60,0
24888,20.404574130314934,44331,38,370,68,28245,36,1
18630,29.02073542700471,87573,25,712,55,44134,36,1
36144,27.571700585803754,149473,24,360,20,31313,48,1
32182,22.418870373385108,197398,16,751,23,18557,36,1
26538,7.416014604121786,102979,14,692,29,37,48,1
12824,11.854100941807502,24123,36,828,69,29908,24,1
33125,13.001418172132274,36603,3,604,28,40254,48,0
7979,24.07875144363903,85941,21,490,56,2021,24,1
27189,25.056229480877853,62597,16,377,43,39648,60,1
43600,14.627653074748011,104238,21,824,18,37289,36,1
13504,15.447099915440242,193791,16,600,33,8839,60,0
21669,6.112725981904283,61751,13,316,65,31005,12,0
7910,12.228417960469024,146462,13,733,66,3302,12,1
47857,16.282129429441,106978,16,342,64,8511,60,1
35964,7.92457615963144,37693,7,367,26,20991,48,0
21131,16.331686518875536,188769,33,679,22,39136,48,1
26227,26.329395306445008,114524,25,511,69,43513,36,0
6978,19.53302549312633,117869,29,502,25,9914,60,1
22991,6.973246375960308,181064,21,408,38,9948,12,0
18153,9.79178297075686,83825,15,583,50,44638,60,1
34548,16.863608753963906,160594,29,524,56,28354,60,1
43676,14.037178745545301,150475,15,417,60,5873,36,0
40071,13.968175488652468,65406,37,639,37,31461,48,1
48454,18.231686203589753,163193,23,580,62,7498,12,1
4983,19.609898039736436,143371,35,790,39,23556,36,0
10503,24.921539256904776,165291,34,318,30,32606,12,1
30921,13.524164086562116,21617,5,474,56,27091,12,1
17905,25.136657076014668,63016,3,768,28,5635,48,1
46838,13.465280727815813,44276,17,441,35,33532,48,1
24953,6.385824723530845,92240,5,762,47,22690,36,0
27806,18.85469127511978,126292,25,597,50,17036,24,1
46000,19.697558122370364,37959,36,769,61,45040,36,1
23168,28.3635061405465,48522,26,672,20,47911,36,1
5583,23.15153315156186,161025,10,767,18,44562,24,1
39714,27.94431631236099,46567,37,737,53,10321,12,0
40896,27.70868025607524,82708,15,742,23,29152,60,1
12889,20.114352756456054,146206,18,755,54,20348,24,1
28413,18.19405163341119,42560,14,547,46,20995,60,0
13275,18.936024179089998,78390,25,441,28,24762,12,1
3461,29.458270191931195,145772,30,701,69,145,24,0
15291,24.329192293673973,187732,18,521,30,5101,48,0
47804,7.656647619809895,65104,23,483,28,4247,36,0
12435,24.460710169534998,77805,8,663,55,9578,24,0
28935,9.263451222455647,44496,22,487,68,4188,24,0
34453,16.183763725140643,111257,3,412,42,31774,12,0
19544,10.261491804413357,23515,9,480,32,43547,48,1
13258,22.239576638330746,24454,8,498,30,2696,24,0
31841,26.932743404825892,42873,18,369,59,41008,48,1
49758,12.259047134167023,93920,14,784,50,46958,60,1
11736,7.050268530204691,33727,33,698,30,19713,24,0
38643,12.462327451874081,148376,18,309,55,44549,48,0
44950,21.80904644830486,89070,20,302,41,43548,36,1
35964,13.21900318886125,119059,33,777,37,30875,12,1
29044,11.952804188845086,144564,16,366,61,25350,48,1
40933,9.610879764606624,137213,17,396,34,4641,12,0
16997,17.437910671860838,45465,16,830,67,5559,24,0
15215,11.89872070392969,79799,1,617,41,34028,24,1
34069,23.275258728487078,116129,0,397,43,49801,60,1
24911,6.915560049805068,172402,9,356,57,11631,12,0
18030,21.600825827782938,159374,36,406,49,35816,36,1
30334,10.939000364194246,127288,4,387,46,2023,36,0
15571,17.231981526290078,32875,11,670,31,25656,48,1
43719,12.152248050781516,47219,35,674,54,20654,36,1
29927,23.06921690026989,56182,30,351,39,21717,12,1
21714,28.632676006290918,193341,37,340,51,34842,24,0
44541,27.92691948674533,99781,8,390,44,32550,12,1
24387,19.585655378602276,26457,25,338,45,45202,12,1
29444,16.56525758142446,157821,14,312,39,45923,24,0
49908,25.457512735984544,53064,15,403,60,35080,12,1
20921,22.08315906569325,160893,12,342,20,3474,36,0
14057,9.589102855423322,135256,24,508,39,14171,48,1
46268,25.522980340325006,118297,29,775,65,3260,48,1
25858,15.722109734867754,158736,6,408,38,49109,12,1
49689,9.724641499279379,180353,3,513,33,5618,24,0
45638,12.044933759912311,182893,39,708,26,45765,60,1
27062,11.688175756208558,175719,37,376,30,34118,12,0
37850,17.980174365086505,89918,29,394,27,9285,12,0
47486,10.859252266946887,110179,9,568,66,38816,60,1
21567,8.089162185039404,94944,29,660,38,8141,48,0
30739,8.092271265344017,109142,38,829,66,28352,48,0
44285,19.581904928477414,47603,6,461,59,44056,60,1
4754,23.368982221234464,66458,35,764,57,23707,24,0
28044,13.03832522095852,90605,34,847,24,22161,12,1
2724,5.866267745350427,39623,23,486,63,1854,36,0
2376,8.180622173425268,64440,38,351,39,18650,48,0
9706,27.867364008426428,102427,35,787,35,16944,48,0
9894,17.338591489736324,158776,19,830,38,7546,48,0
19037,16.33932024037937,113826,31,695,68,48321,24,1
19450,5.951229457752273,47460,38,391,67,7207,60,0
17406,23.21592555792248,130373,25,656,31,29268,24,1
30725,18.201702023301973,157637,25,443,27,6486,48,1
6926,10.05202340216302,24870,35,498,50,31222,12,1
40019,7.751844004526429,38909,34,622,26,29121,48,1
10496,14.584696590799963,29117,34,631,35,18767,12,0
37068,25.92904910487564,87474,11,563,30,38915,12,1
30806,26.632363980025612,113926,32,516,34,10017,48,0
23663,20.07115950989091,195394,35,733,40,15094,48,1
42321,23.188410680753567,147463,13,759,42,31236,12,1
37495,7.878894685071759,121536,32,802,33,7664,24,0
23656,19.70315163669637,40128,23,768,41,29921,24,1
26860,21.674142587179546,89001,14,665,48,29845,24,0
17832,10.017821072844805,20440,30,538,28,14573,36,0
39787,27.003868322756475,143491,16,695,40,1683,12,1
49231,9.874918438025494,162735,11,694,58,9390,36,1
22727,12.83693399616126,170619,21,374,56,33777,36,1
43815,20.513921175586464,101662,22,397,39,48588,12,1
30545,20.958751628268267,20005,25,682,50,31777,36,0
45522,22.48461852468418,27038,13,669,58,42667,12,0
3520,7.800292826705142,26414,11,584,59,29111,60,1
4081,26.236610748213884,89506,3,555,65,29980,60,0
35196,18.321178307081496,96586,12,608,35,35380,12,0
37735,16.78304485262671,153678,17,475,31,23808,12,0
40213,29.52744061283774,36482,27,527,45,7226,12,1
15566,23.509457423525493,53948,37,646,28,22447,24,1
15042,7.950150665484372,109987,18,641,41,37109,12,0
26498,23.91347918065602,40875,37,538,53,17926,48,0
12329,7.381223349321737,33057,2,649,36,17621,60,0
32656,5.686764062824621,52400,18,754,30,11167,60,0
3159,15.090647381747427,88607,19,740,50,5709,12,0
38900,29.839454320480467,107561,24,814,36,13240,60,0
20363,9.372098404871565,47503,10,380,64,35031,12,0
48701,21.81610858816975,174837,16,660,69,32146,12,1
44241,9.334901655152983,121096,34,587,49,49434,60,0
20033,23.11967437395965,66612,13,307,32,7998,60,1
11805,17.633841705945652,118318,38,386,28,49083,48,1
36851,21.999292752234407,104335,18,585,40,40508,36,0
27832,10.071829397855865,120989,2,698,22,10812,48,0
14944,23.64070831301255,113012,33,373,39,31101,48,1
20873,29.890476490567668,101748,21,738,59,14228,60,0
41372,21.641262515648993,160500,37,422,35,24747,48,1
24928,17.336999951821944,182491,26,676,24,46300,60,0
16379,28.07934971548162,85195,20,442,50,29790,24,0
37751,5.396296055796908,109846,30,457,20,1882,12,0
35546,23.248087982145528,122404,26,729,45,38955,36,1
25286,27.218662920345324,59142,36,747,18,18659,24,1
6110,6.541864590523936,91540,1,709,66,47420,12,0
13087,16.251604260393954,189361,8,670,64,23258,12,0
24762,10.117986348749973,96948,18,408,54,23886,36,0
18081,19.162954139695753,78951,35,335,39,41560,48,1
35947,21.23857396509151,31755,9,389,65,31343,12,1
10596,12.565579573218876,137985,39,714,61,18407,36,1
39019,16.49954174195252,104553,38,595,36,49618,60,1
43003,11.983487131913988,154962,6,345,31,3950,12,1
19313,14.234779111377843,114376,3,787,20,3889,12,0
48639,8.98849891721059,37175,14,469,36,30410,48,0
2013,27.138986089640785,85687,11,445,50,28968,48,0
24705,5.250260263978411,104983,5,719,38,18976,60,1
2828,27.060229661094713,175360,8,302,18,23016,12,1
8909,19.291971958743463,66629,34,562,43,9211,48,1
39356,13.291446104425438,136779,7,620,27,22742,36,1
14109,23.076428136508245,198872,6,545,52,23553,12,1
3023,17.693803796566606,188439,3,776,30,29332,36,1
15537,17.477716452690164,88513,12,558,23,13089,24,0
27661,7.753557072974161,102762,18,392,60,48334,60,0
39659,14.737900648635216,180094,6,832,23,4436,48,1
34848,11.026608646418417,152731,9,638,52,17087,24,0
38804,5.392397639906991,77941,24,559,33,25428,48,1
16379,14.002490769552832,189002,34,536,58,8497,24,0
28766,7.245553235640118,63473,24,440,25,28154,48,0
44590,11.42075094312963,36040,28,779,20,26509,60,0
3563,7.312915529577362,89806,11,649,22,40404,12,0
37060,7.523540638909971,164358,39,429,38,44747,36,1
30197,9.975282360379707,132076,11,836,48,41833,24,1
4586,29.996231112160004,75916,5,310,31,34349,36,1
17087,5.054603571431219,168672,9,556,54,3957,36,1
49868,20.96681590301013,153363,1,668,36,37358,48,1
24225,8.531092450663934,164195,24,693,54,14913,12,0
30750,28.015703417769394,23811,6,718,37,9797,48,0
7643,7.34082233334073,51276,39,318,69,7531,36,0
28523,28.876579678155913,197691,22,409,19,13825,60,1
37727,20.27315968708695,101049,10,736,24,6911,12,1
12005,5.031701922887256,177786,35,804,50,32316,12,0
44543,27.35017994792015,163266,22,333,67,5731,36,1
1161,18.042795034172958,93062,6,587,59,17279,48,0
17029,11.566743383262114,170434,26,554,23,47558,60,1
15226,24.181979437890753,74499,12,433,24,46223,24,1
29731,28.16663884717175,66281,16,798,61,44223,48,0
44922,17.092270578669847,64852,31,696,35,24416,12,1
45848,12.888836861077772,198908,25,786,60,28000,48,0
4390,24.72362809837317,24595,21,512,46,12045,24,1
6997,22.044637444711366,115930,12,649,36,36299,60,0
13693,27.21881209375681,166474,11,318,42,10666,60,1
43092,22.312850319029824,112676,6,418,21,18245,24,1
1541,11.088208472488407,193795,0,601,68,32566,24,0
22817,28.291481243975475,197836,32,584,30,27339,36,1
38861,7.620893680149782,175983,13,526,49,4852,12,0
14428,11.698568752671196,39405,16,806,44,16414,36,0
44934,18.00486519309714,78122,3,800,68,14281,48,0
49831,19.143550651772536,148909,38,511,51,48538,24,0
11258,5.382764665672636,23447,0,655,45,47155,36,0
17044,24.5143181455235,30662,23,786,26,28031,12,1
30411,14.040182960634738,78282,33,620,25,16626,12,0
6469,15.160463525053446,155971,33,522,38,23302,24,0
29854,25.234238610923644,48582,23,490,63,45741,36,1
7256,14.482084793188614,87471,14,799,47,46691,60,0
11720,6.180621912368871,143513,16,794,46,30112,24,1
34937,9.410994261758757,193285,12,536,26,5511,48,0
34598,28.897579309704557,127578,6,321,30,38276,36,1
2651,6.760134060062854,95871,8,626,35,4668,36,0
20194,13.873280024200406,103205,34,844,55,6087,24,1
26051,17.579479176283613,94081,22,426,39,7015,36,1
28386,17.332020683464002,125783,38,664,48,31419,36,1
10518,5.098998575303569,103805,22,343,52,39430,48,0
47026,17.52906828643726,144698,25,818,59,31314,48,0
17184,14.59431144943523,188902,0,427,59,11614,60,0
34787,29.301983386863927,158138,13,429,27,4003,48,1
22621,8.978977099845746,30712,31,828,26,26235,60,0
11028,13.853854918987375,101527,9,620,48,33366,48,1
13448,15.487037127245493,149453,0,485,61,32837,60,0
46253,14.76733842752372,146888,4,647,57,8139,48,1
35051,21.645770691296562,107185,2,780,41,9585,48,1
31447,10.387821438694221,119851,26,660,58,3659,24,0
19394,10.526788820349797,181878,21,586,66,26225,48,0
35501,23.230273712521328,32210,17,481,25,5634,60,1
31254,17.507262966954492,56972,15,750,67,39590,24,1
19509,15.37889190143276,54136,1,396,37,3682,60,1
49998,9.230076291931296,195369,12,613,34,35451,48,1
15472,9.688180572804164,136445,15,845,45,4562,48,0
46657,5.263790920397514,35945,7,320,23,4652,60,1
4471,7.285656721542731,193549,7,796,59,45949,36,1
42796,18.920967367256026,99180,9,702,50,21315,24,1
31268,27.296828250210247,90453,32,423,45,9502,24,1
9329,12.179119128263936,105404,30,418,18,4713,48,0
35865,13.193680647403204,164296,11,776,58,5413,24,1
47850,7.890140265287805,23052,8,402,69,21984,60,1
47698,14.715773640177568,47272,36,632,52,20487,48,1
29272,5.930542614233229,61150,8,758,41,2075,24,1
43845,27.940017406547504,168388,17,429,23,33550,12,1
7397,21.827783703113216,158312,29,433,24,20190,24,1
33373,29.76872023483047,117095,31,456,26,32263,60,0
36525,27.070579066962342,88774,39,724,54,42293,24,1
25570,16.824764842453817,63175,22,734,33,11909,36,0
19284,17.992125778759423,151637,10,688,51,29212,36,0
19994,9.764401162929847,36375,19,617,52,14962,48,1
24284,16.55098357098889,45710,18,804,52,15853,36,1
18833,27.57569683732029,166246,35,489,37,34822,60,1
26122,6.271335590895529,127026,25,710,40,14375,12,0
6017,26.588920074957745,47597,9,351,59,44361,12,1
17370,13.523695041065244,94289,23,745,52,45964,48,1
30252,27.487819127407747,189469,12,743,64,2109,48,1
8999,28.521997658537117,184141,33,681,63,1320,36,1
23436,21.77162217504765,105687,28,673,40,47482,60,1
43963,21.610594664816947,138968,35,674,21,15987,36,0
3096,16.3188584427185,60274,6,688,27,37185,60,0
49201,25.888505613592688,189269,29,778,60,3699,60,1
26279,29.04031896083208,68634,16,703,28,49884,12,0
44363,24.37704500847798,50041,12,767,57,46436,60,1
49709,20.54841834391773,158320,23,804,26,28209,24,1
27201,20.16982239553342,105365,30,382,57,39330,60,1
20715,26.23674753959156,153275,26,618,29,46415,12,1
30309,18.530094144282458,71986,20,366,34,49127,36,1
16078,25.096497156220565,45370,0,713,49,22547,60,0
6105,17.722131379356142,55247,14,752,40,22939,24,0
30312,6.561106874348104,144403,2,497,32,14202,48,0
3839,14.59867522260388,139544,5,558,68,29220,36,0
4384,16.11102394178747,151506,13,597,45,21762,48,1
44619,8.54043112466543,82982,37,579,69,8796,24,0
43821,7.56240822973032,85180,32,599,55,1722,12,1
14493,18.386623741423854,128534,37,428,22,43364,12,1
18069,7.128590913902054,185546,7,797,57,47304,36,0
47907,12.5736291972521,44644,25,737,35,11674,60,1
8531,23.614924399076898,58493,14,591,38,48415,60,1
38051,29.11080448919952,103824,13,506,32,2812,48,1
8736,22.946764513798215,155031,19,593,20,42541,12,0
8710,29.815638711321757,67289,18,328,63,2278,60,1
2619,22.458449281985068,162215,32,478,43,48222,60,0
14975,12.344861766358187,190665,35,340,32,35118,12,1
46603,21.801313512634046,190187,23,769,62,3623,12,1
24252,22.553919129922598,173612,9,491,37,6530,24,1
16261,14.293174615411514,55481,33,643,38,49866,48,1
2431,5.442846265234725,97097,35,577,43,15987,12,0
10067,22.579994619387172,42578,35,654,58,924,24,0
38481,5.54250238188854,163859,15,828,40,19546,12,1
28037,20.779701951501778,92048,14,385,66,37297,36,0
10557,9.090412218563877,161668,17,616,68,12270,36,0
10435,19.140088193701082,171002,6,636,42,18953,36,0
38766,17.597825634515,199022,21,444,21,35583,12,1
1162,5.337841057654565,115737,31,614,69,23356,60,0
35742,14.071645424877586,38687,18,524,27,4578,60,0
20675,20.02727918490757,142540,39,722,39,4462,36,0
9461,26.215163797469494,187061,0,353,20,888,48,1
18015,27.21605284591293,50183,34,367,36,22332,24,1
33591,17.09624925083058,40758,4,633,48,19862,36,0
29047,23.210562182485955,152154,11,376,26,19973,24,1
35782,12.911364413336441,116368,11,838,46,46410,24,0
10833,13.554660143966435,65891,20,454,54,1723,36,1
8896,9.861587979557843,196882,18,371,63,23410,60,1
33972,19.04870274983098,66901,8,800,24,8602,48,1
42800,12.86410377318413,123912,35,746,55,18614,36,0
31508,7.109272410962626,91062,31,658,41,44154,24,1
6347,22.12515216657947,172635,34,576,25,18444,12,1
31314,22.693830190134953,92008,30,612,51,2613,12,1
3643,13.999810469476447,153847,31,404,43,42772,24,1
41785,6.9180849864005705,166900,36,394,45,23082,36,0
19681,15.657442935085648,37974,31,518,45,15980,60,1
39328,16.058386451255387,173460,36,427,63,44866,36,1
16892,21.716772122447324,100591,38,499,24,677,48,1
48299,12.885409781467086,38615,37,631,20,11102,12,1
18073,22.064981994532637,188958,29,846,69,40498,24,1
37768,26.78721354393471,42838,31,591,39,43211,60,1
31682,10.937151059054996,60728,1,365,55,3004,36,0
33262,29.472988902997493,136249,10,703,63,48170,48,1
32358,14.659203428420174,98000,19,445,61,8986,36,0
15289,11.681467128676545,72798,36,829,35,33496,48,1
8927,15.537779562757263,170694,8,701,29,26269,36,1
49330,7.359936897596479,164608,37,424,48,14173,60,1
2171,8.142647662802892,156772,18,813,56,47609,60,0
12918,15.360851174208285,189911,39,631,22,21118,24,1
42903,24.0611130484775,30248,6,779,61,32958,60,0
40110,27.50780598936227,65291,4,697,58,14089,48,0
12929,21.620449767906774,102629,23,329,46,42956,24,1
3539,7.630488880954243,145612,6,355,60,43067,60,0
37727,21.800494054513376,37177,10,431,53,20250,12,0
46951,20.8856980175743,170555,8,530,31,26065,48,0
23669,25.144097957333283,63815,29,694,61,13690,24,1
6432,25.63121666630452,58533,2,451,35,13740,48,0
21644,26.705076894474473,20026,21,801,24,43069,24,1
19745,15.353287864477458,124997,39,805,40,38807,48,0
29228,22.446609883803607,80611,19,685,50,39213,12,1
35521,11.706258973057768,107242,31,832,62,41597,60,0
32703,29.983406999587608,175732,6,747,33,4045,36,1
27928,9.3833560344215,124913,6,425,54,5624,36,0
19322,5.252860791520895,62082,19,788,68,20542,36,0
23360,8.7202178629544,167330,24,745,42,43779,24,0
30055,24.396807238603166,123613,34,769,26,20495,60,1
43891,16.169591912705286,118315,23,648,45,39602,24,1
17376,16.18750619526071,109690,39,807,26,9033,24,1
7588,28.87557299029171,115220,12,756,29,21604,24,0
26000,27.990872700701857,35389,38,684,35,20442,24,0
7304,12.779868445100231,111860,3,747,44,3247,60,0
8345,10.226453219521654,178757,11,414,43,40748,36,1
30300,26.212055248343493,178267,16,751,43,25474,48,1
25259,27.65047677610908,41797,0,418,27,5586,24,1
26470,18.53992306996217,131975,16,392,34,7940,60,0
24017,20.735592777927515,117169,1,820,68,18606,12,1
16352,11.422857117307334,86332,5,837,49,42217,48,0
34365,25.020067199463114,158260,10,732,41,40747,24,1
20446,20.803060711225577,43696,17,444,60,34282,24,1
3336,17.587837782449917,22024,39,367,65,45506,48,1
10879,6.502713901959895,187057,24,430,25,2883,48,0
33316,27.898374062778842,157656,38,580,47,36594,24,1
34340,20.38628550961015,110998,27,812,43,30495,60,0
8521,9.817277367324198,178116,15,300,41,12567,12,1
7171,20.15965292457632,25285,11,731,44,4339,60,0
24481,21.936583855999334,27370,28,690,32,33442,36,0
19474,18.144258417080636,37903,22,565,45,22673,36,1
47760,22.952543448900563,183571,20,698,28,15426,36,1
45629,19.536348698215605,117904,15,555,56,16486,24,0
46232,28.694239550803704,42995,25,694,19,10549,12,0
22008,6.342426964982671,125160,36,473,68,3993,12,1
2633,7.656142711739013,186272,21,344,26,12219,24,1
13485,9.341790923858497,108377,9,440,67,3708,24,0
44617,22.254276765108305,164638,6,838,62,28788,24,1
4648,21.139896818745218,57822,8,349,40,1495,12,1
48945,27.30147150524235,127412,24,360,50,29434,24,1
14140,23.32193632209746,71222,14,542,36,36160,48,1
18921,17.708887189114805,114088,12,568,30,44466,48,1
15357,29.795794811590756,110450,25,439,31,7537,48,0
47136,11.65269890423248,129366,20,456,49,35553,24,0
4137,25.82979149463635,130078,22,575,66,22203,48,0
1097,15.669759304847984,83853,27,330,39,5588,24,1
12407,21.218378471893356,143794,37,307,37,28308,48,0
31575,23.18171176131085,173405,11,332,50,37570,24,1
13722,20.843852179758407,167030,23,751,22,15211,60,0
13924,8.512682577714832,72442,12,748,37,37659,36,0
4750,16.07377526869832,172026,39,336,31,45528,60,1
28733,19.035959448328107,29675,1,333,44,3525,36,0
9535,26.22609397946492,109590,38,754,43,19901,36,1
25487,16.091143719964307,128570,11,743,49,4777,48,0
31651,27.968682620106286,51661,38,536,47,4189,36,0
5666,16.009355575630266,84289,13,511,44,45791,36,1
49777,18.71949648157529,37184,29,439,43,23317,60,1
17994,24.907142073570025,67963,18,660,35,31501,36,0
2727,19.57669211055359,176894,30,603,62,18297,24,0
35622,29.005451809570616,25267,24,595,40,10649,24,1
11800,21.50839576285319,82814,3,451,61,23719,48,1
38823,18.067736351690026,56025,12,522,64,46645,60,1
44039,5.589799194519896,141246,35,495,41,1150,12,0
19708,15.343322439508245,97605,36,598,21,14301,60,0
13819,12.48121048150401,152053,2,828,58,28434,12,0
10369,23.702641697187232,63436,15,787,20,36905,36,0
10283,10.206941878838645,169544,25,510,60,20520,12,0
31573,10.130502182351796,170408,39,531,47,1510,36,0
14171,9.73797608093442,176659,38,666,64,28546,60,0
31933,8.140390328905898,97192,18,780,33,13982,60,1
6774,12.775175091772185,140591,14,478,24,3915,48,0
7519,27.148052861085628,104511,31,783,56,14734,48,1
11983,24.373211807648875,29665,20,794,39,22709,36,0
31932,23.381280407669838,178169,0,846,58,19636,36,1
31798,24.933420141249066,111277,5,315,48,32684,24,0
19133,11.735447233239292,72474,26,765,66,10957,24,0
15939,27.186042268812194,176257,22,701,30,36706,24,1
1781,8.43258437854011,95911,30,593,58,33841,60,0
28624,13.408643167889549,112643,11,470,58,34960,12,0
7823,19.668702974183574,50484,20,331,69,40975,36,1
19489,7.572627208550015,121165,1,562,46,31828,48,0
40961,23.25325469441062,196682,4,514,45,40151,36,1
30118,14.681151205086874,45835,8,488,61,28129,12,1
35881,24.610141640210003,116453,19,560,36,37939,36,1
17280,17.322407139615066,73790,17,481,40,8298,48,0
23263,9.521863110633408,29643,21,804,64,6480,48,1
14565,23.369045283883608,95846,7,641,67,27544,12,0
21354,11.30359889597359,170023,33,321,25,45426,48,1
43951,17.27025753170107,166305,8,373,42,2857,60,0
26643,6.88833172892269,33200,6,465,55,4349,48,0
24648,20.446666360300917,72275,29,533,55,1428,12,1
42971,21.646444155406932,109001,17,674,52,39491,12,1
19658,14.46685524931959,172363,26,732,43,46778,36,1
22253,28.860569508026845,62448,15,633,20,23163,48,1
49563,26.85422303705171,181652,20,839,19,27677,48,0
27390,22.69852289349987,111685,4,334,22,30904,12,0
24128,22.841301862343567,172418,28,743,37,15718,36,0
14489,11.310042873553781,30619,36,530,29,14809,36,0
39314,21.420380777211225,125454,21,617,55,13272,60,0
33658,9.955156630887991,21766,13,642,33,11828,60,0
7852,8.600080597995554,23549,18,729,54,44431,12,1
30450,29.986697355064504,169765,34,765,55,7856,36,1
3551,20.559398286829357,127938,23,378,53,11223,36,1
7411,15.774696816429763,147673,5,748,63,39413,60,0
34243,12.204113072098783,68328,2,581,46,35689,60,1
22800,20.098011091555684,45301,33,356,52,8166,12,0
11403,6.239837705502153,64763,1,490,66,12637,36,0
8239,7.367024762619876,171837,14,762,54,46534,12,0
7710,5.821417443509908,64787,36,341,38,878,60,0
22384,17.479245831566544,140675,14,785,38,10704,48,1
22038,20.015165729679566,27425,31,472,45,8502,60,1
41846,6.561994033945521,32857,20,549,23,15266,36,1
23447,23.030611687472913,112999,16,809,37,48068,12,1
3285,10.75987678786411,173516,33,801,53,34089,36,0
38991,22.13003634424665,61457,31,492,30,44356,60,1
14521,29.54742850088114,151776,22,464,57,20759,60,1
48657,22.27764675134628,25452,34,389,28,15046,24,1
7971,27.079826323090213,131153,36,357,41,25270,60,0
30139,28.704962668576684,58862,36,562,36,10806,36,1
20909,17.168776208807888,38300,32,542,40,41230,12,1
12531,22.55812448549267,160638,24,518,48,37988,12,1
15721,26.299231338896043,158573,36,308,54,35892,24,1
20206,13.915222821859652,21845,39,729,54,29512,36,1
38711,11.534932914009872,139342,20,312,20,40954,60,1
7530,28.664964319458466,59181,37,524,51,5099,48,1
12116,23.15758750922045,54404,39,366,46,30311,12,1
1258,10.492053334395658,42564,33,802,20,8552,36,0
1282,16.227084816902835,117898,18,483,32,11627,24,0
14937,24.911294238445233,38227,26,507,24,25309,48,1
2898,18.676574772961054,115259,8,827,20,45756,36,1
5135,21.248802454147228,144451,4,599,64,1350,60,1
7629,23.84420505112631,198547,4,540,60,12276,12,1
44936,20.550229720224515,37215,24,754,33,11739,60,1
20584,18.501983048054896,150577,25,829,62,21302,24,0
24551,23.740357109694337,91074,18,543,51,38498,12,0
34380,23.189075885805018,172771,29,537,37,12384,48,1
47971,20.746810004579473,128621,35,545,61,33094,12,0
18071,13.99473533454824,163526,15,644,56,2120,60,1
21074,15.14530230500679,199289,6,783,50,993,36,0
26188,29.260963722102435,126759,17,609,31,21759,36,1
3307,7.809648307288146,148471,20,583,59,18150,36,0
40901,11.712622931320883,41711,30,337,52,45388,24,1
12205,17.310043980108393,166131,0,331,28,25756,24,0
6906,25.918242153594647,68398,2,542,37,48546,36,0
3591,9.091891593243197,21286,30,591,47,35549,48,1
16149,11.923865453115248,185369,24,591,45,39787,60,0
45918,6.644955444880974,128304,7,681,32,35673,48,1
40951,22.64963165127046,124959,0,437,55,8290,36,0
26150,10.955235886890403,177557,6,499,67,48028,60,0
32852,14.716868766773763,79967,6,634,30,16627,24,1
43870,16.092536175741696,117803,7,746,64,7938,12,0
2283,27.28284839016139,149745,18,647,52,38262,12,1
34691,15.28325725828092,74583,16,577,64,2709,60,0
2125,8.630625497881226,144077,10,831,41,27629,48,0
2529,18.107873458503025,131359,10,698,18,45422,60,1
27170,29.07394986621574,47086,37,690,59,49137,48,1
9438,20.192141026270278,167556,1,309,41,44186,48,1
21095,29.584680511514314,124132,3,848,44,24085,12,1
17154,26.027682723471752,79263,27,358,35,46537,24,0
9004,5.89914390533532,169747,32,387,43,40563,36,0
10752,21.459989884426047,140155,10,758,46,30832,24,0
44360,12.169171938947091,80664,2,403,25,23472,36,1
27819,18.990421391118097,175752,39,403,61,48850,12,1
37632,11.983629773280665,168149,4,553,43,20762,36,1
27515,13.721760415132259,140474,20,634,22,9507,48,0
25217,28.079217793854482,189246,21,762,50,9578,60,0
24172,10.166079622292632,96968,36,848,57,6711,36,1
33994,26.85272795064576,154563,10,600,22,15979,24,1
16036,5.76144520176242,197198,21,640,66,15049,12,1
12739,7.271913459241209,154464,12,791,64,24997,12,1
33220,26.366876034606587,87804,2,383,53,40830,60,0
10587,20.763900772729883,58400,12,558,30,15833,48,0
45517,23.680903450988755,187623,27,659,34,20185,48,1
31129,10.235441770546355,48088,10,386,30,21746,12,1
1645,18.42708638975259,176537,10,727,42,21857,48,0
31930,23.43048058928262,199227,20,666,19,9603,60,0
17299,20.68285342525656,107893,20,642,41,11441,12,0
31090,16.792469172280235,25969,6,646,53,4570,48,0
22953,28.99459466094287,28981,16,395,42,32316,36,1
47443,21.903933336336134,172104,13,554,51,18467,36,0
27475,27.69377000603095,74091,32,435,29,12845,48,0
19888,23.24426278934203,127154,10,547,36,44638,36,1
44732,23.38658821494208,44408,12,798,67,42310,60,0
17087,7.000456743941983,175313,0,785,59,26943,24,1
47305,13.98661554634859,67940,33,701,47,4833,60,0
47037,26.459235167991462,23657,8,711,54,39569,60,1
10346,10.815096553718899,41230,12,747,60,3340,48,0
1587,7.887646653911655,169752,36,546,18,43532,60,1
13763,13.152651415969835,104731,29,720,20,12312,48,0
42945,10.510947122315349,193412,36,423,66,36612,12,0
5079,28.13220486982888,187022,6,559,43,639,48,1
37116,26.69916605005328,158939,13,468,32,44188,48,1
21215,17.492080757072607,24329,5,410,63,15211,12,1
26817,6.533596862096701,55865,33,589,64,13496,24,0
